"nome_cientifico";"familia";"status"
"Mollinedia dolichotricha";"Monimiaceae";"EN"
"Mollinedia eugeniifolia";"Monimiaceae";"CR"
"Mollinedia glaziovii";"Monimiaceae";"EN"
"Mollinedia howeana";"Monimiaceae";"EN"
"Mollinedia jorgearum";"Monimiaceae";"CR"
"Mollinedia stenophylla";"Monimiaceae";"CR"
"Dorstenia conceptionis";"Moraceae";"EN"
"Dorstenia fischeri";"Moraceae";"VU"
"Dorstenia hildegardis";"Moraceae";"CR"
"Ficus bonijesulapensis";"Moraceae";"EN"
"Ficus carautana";"Moraceae";"EN"
"Ficus diamantina";"Moraceae";"EN"
"Ficus duartei";"Moraceae";"EN"
"Ficus hatschbachii";"Moraceae";"VU"
"Ficus holosericea";"Moraceae";"EN"
"Ficus latipedunculata";"Moraceae";"CR"
"Ficus laureola";"Moraceae";"VU"
"Maclura brasiliensis";"Moraceae";"EN"
"Sorocea carautana";"Moraceae";"EN"
"Sorocea longipedicellata";"Moraceae";"CR"
"Iryanthera campinae";"Myristicaceae";"VU"
"Iryanthera dialyandra";"Myristicaceae";"VU"
"Virola bicuhyba";"Myristicaceae";"EN"
"Virola crebrinervia";"Myristicaceae";"EN"
"Virola guggenheimii";"Myristicaceae";"EN"
"Virola malmei";"Myristicaceae";"VU"
"Virola parvifolia";"Myristicaceae";"VU"
"Virola surinamensis";"Myristicaceae";"VU"
"Virola urbaniana";"Myristicaceae";"VU"
"Accara elegans";"Myrtaceae";"EN"
"Calycolpus legrandii";"Myrtaceae";"VU"
"Campomanesia anemonea";"Myrtaceae";"VU"
"Campomanesia blanchetiana";"Myrtaceae";"CR"
"Campomanesia costata";"Myrtaceae";"EN"
"Campomanesia espiritosantensis";"Myrtaceae";"EN"
"Campomanesia hirsuta";"Myrtaceae";"EN"
"Campomanesia macrobracteolata";"Myrtaceae";"EN"
"Campomanesia sepalifolia";"Myrtaceae";"CR"
"Curitiba prismatica";"Myrtaceae";"VU"
"Eugenia altissima";"Myrtaceae";"EN"
"Eugenia amorimii";"Myrtaceae";"CR"
"Eugenia barrana";"Myrtaceae";"CR"
"Eugenia belemitana";"Myrtaceae";"VU"
"Eugenia binata";"Myrtaceae";"CR"
"Eugenia blanchetiana";"Myrtaceae";"EN"
"Eugenia blanda";"Myrtaceae";"EN"
"Eugenia botequimensis";"Myrtaceae";"VU"
"Eugenia brachysepala";"Myrtaceae";"VU"
"Eugenia bunchosiifolia";"Myrtaceae";"VU"
"Eugenia caatingicola";"Myrtaceae";"EN"
"Eugenia choriophylla";"Myrtaceae";"EN"
"Eugenia cinerascens";"Myrtaceae";"CR"
"Eugenia circumdata";"Myrtaceae";"CR"
"Eugenia corcovadensis";"Myrtaceae";"EN"
"Eugenia culicina";"Myrtaceae";"CR"
"Eugenia cymatodes";"Myrtaceae";"VU"
"Eugenia denigrata";"Myrtaceae";"EN"
"Eugenia disperma";"Myrtaceae";"EN"
"Eugenia espinhacensis";"Myrtaceae";"EN"
"Eugenia farneyi";"Myrtaceae";"CR"
"Eugenia fissurata";"Myrtaceae";"EN"
"Eugenia gastropogena";"Myrtaceae";"CR"
"Eugenia glabrescens";"Myrtaceae";"EN"
"Eugenia goiapabana";"Myrtaceae";"EN"
"Eugenia guanabarina";"Myrtaceae";"CR"
"Eugenia hatschbachii";"Myrtaceae";"VU"
"Eugenia hermesiana";"Myrtaceae";"CR"
"Eugenia inversa";"Myrtaceae";"EN"
"Eugenia ischnosceles";"Myrtaceae";"CR"
"Eugenia itacarensis";"Myrtaceae";"EN"
"Eugenia itaguahiensis";"Myrtaceae";"EN"
"Eugenia itajurensis";"Myrtaceae";"EN"
"Eugenia janeirensis";"Myrtaceae";"EN"
"Eugenia joenssonii";"Myrtaceae";"EN"
"Eugenia lacistema";"Myrtaceae";"EN"
"Eugenia lagoensis";"Myrtaceae";"EN"
"Eugenia leonorae";"Myrtaceae";"EN"
"Eugenia longifolia";"Myrtaceae";"EN"
"Eugenia longipetiolata";"Myrtaceae";"EN"
"Eugenia longohypanthiata";"Myrtaceae";"EN"
"Eugenia macahensis";"Myrtaceae";"EN"
"Eugenia macrobracteolata";"Myrtaceae";"EN"
"Eugenia malacantha";"Myrtaceae";"VU"
"Eugenia marambaiensis";"Myrtaceae";"CR"
"Eugenia mattosii";"Myrtaceae";"EN"
"Eugenia membranifolia";"Myrtaceae";"VU"
"Eugenia mollicoma";"Myrtaceae";"CR"
"Eugenia moonioides";"Myrtaceae";"EN"
"Eugenia myrciariifolia";"Myrtaceae";"EN"
"Eugenia myrobalana";"Myrtaceae";"EN"
"Eugenia neolaurifolia";"Myrtaceae";"EN"
"Eugenia neoriedeliana";"Myrtaceae";"CR"
"Eugenia neotristis";"Myrtaceae";"EN"
"Eugenia ochracea";"Myrtaceae";"EN"
"Eugenia pachyclada";"Myrtaceae";"EN"
"Eugenia pantagensis";"Myrtaceae";"VU"
"Eugenia percrenata";"Myrtaceae";"VU"
"Eugenia persicifolia";"Myrtaceae";"VU"
"Eugenia peruibensis";"Myrtaceae";"CR"
"Eugenia pithecocephala";"Myrtaceae";"CR"
"Eugenia pruinosa";"Myrtaceae";"EN"
"Eugenia pseudomalacantha";"Myrtaceae";"EN"
"Eugenia pulcherrima";"Myrtaceae";"VU"
"Eugenia regia";"Myrtaceae";"EN"
"Eugenia reitziana";"Myrtaceae";"EN"
"Eugenia rotundicosta";"Myrtaceae";"EN"
"Eugenia rugosissima";"Myrtaceae";"CR"
"Eugenia ruschiana";"Myrtaceae";"CR"
"Eugenia salacifolia";"Myrtaceae";"EN"
"Eugenia sclerocalyx";"Myrtaceae";"VU"
"Eugenia sessilifolia";"Myrtaceae";"CR"
"Eugenia sobraliana";"Myrtaceae";"EN"
"Eugenia sulcatifolia";"Myrtaceae";"EN"
"Eugenia tenuipedunculata";"Myrtaceae";"VU"
"Eugenia theodorae";"Myrtaceae";"CR"
"Eugenia tumescens";"Myrtaceae";"CR"
"Eugenia valsuganana";"Myrtaceae";"EN"
"Eugenia vattimoana";"Myrtaceae";"CR"
"Eugenia villaenovae";"Myrtaceae";"EN"
"Eugenia xanthoxyloides";"Myrtaceae";"VU"
"Myrceugenia bananalensis";"Myrtaceae";"CR"
"Myrceugenia bracteosa";"Myrtaceae";"EN"
"Myrceugenia brevipedicellata";"Myrtaceae";"EN"
"Myrceugenia foveolata";"Myrtaceae";"VU"
"Myrceugenia franciscensis";"Myrtaceae";"VU"
"Myrceugenia gertii";"Myrtaceae";"EN"
"Myrceugenia hamoniana";"Myrtaceae";"EN"
"Myrceugenia hatschbachii";"Myrtaceae";"EN"
"Myrceugenia hoehnei";"Myrtaceae";"VU"
"Myrceugenia kleinii";"Myrtaceae";"VU"
"Myrcia almasensis";"Myrtaceae";"EN"
"Myrcia amplexicaulis";"Myrtaceae";"EN"
"Myrcia carioca";"Myrtaceae";"VU"
"Myrcia congestiflora";"Myrtaceae";"VU"
"Myrcia cymatophylla";"Myrtaceae";"EN"
"Myrcia espiritosantensis";"Myrtaceae";"EN"
"Myrcia fusiformis";"Myrtaceae";"VU"
"Myrcia gilsoniana";"Myrtaceae";"EN"
"Myrcia hexasticha";"Myrtaceae";"EN"
"Myrcia lughadhae";"Myrtaceae";"EN"
"Myrcia magnifolia";"Myrtaceae";"EN"
"Myrcia martiusiana";"Myrtaceae";"EN"
"Myrcia neocambessedeana";"Myrtaceae";"CR"
"Myrcia neosericea";"Myrtaceae";"EN"
"Myrcia pendula";"Myrtaceae";"EN"
"Myrcia pileata";"Myrtaceae";"VU"
"Myrcia restingae";"Myrtaceae";"EN"
"Myrcia reticulata";"Myrtaceae";"EN"
"Myrcia riodocensis";"Myrtaceae";"EN"
"Myrcia robusta";"Myrtaceae";"CR"
"Myrcia rupicola";"Myrtaceae";"EN"
"Myrcia ruschii";"Myrtaceae";"EN"
"Myrcia skortzoviana";"Myrtaceae";"CR"
"Myrcia stictophylla";"Myrtaceae";"CR"
"Myrcia velutiflora";"Myrtaceae";"CR"
"Myrcia warmingiana";"Myrtaceae";"EN"
"Myrciaria alagoana";"Myrtaceae";"EN"
"Myrciaria evanida";"Myrtaceae";"EN"
"Myrciaria leucadendron";"Myrtaceae";"CR"
"Myrciaria plinioides";"Myrtaceae";"EN"
"Neomitranthes amblymitra";"Myrtaceae";"EN"
"Neomitranthes cordifolia";"Myrtaceae";"EN"
"Neomitranthes gracilis";"Myrtaceae";"EN"
"Neomitranthes obtusa";"Myrtaceae";"EN"
"Neomitranthes pedicellata";"Myrtaceae";"EN"
"Neomitranthes pereireana";"Myrtaceae";"VU"
"Neomitranthes stictophylla";"Myrtaceae";"EN"
"Plinia callosa";"Myrtaceae";"EN"
"Plinia cordifolia";"Myrtaceae";"VU"
"Plinia edulis";"Myrtaceae";"VU"
"Plinia espinhacensis";"Myrtaceae";"EN"
"Plinia hatschbachii";"Myrtaceae";"EN"
"Plinia longiacuminata";"Myrtaceae";"CR"
"Plinia marqueteana";"Myrtaceae";"EN"
"Plinia martinellii";"Myrtaceae";"EN"
"Plinia muricata";"Myrtaceae";"EN"
"Plinia rara";"Myrtaceae";"EN"
"Plinia renatiana";"Myrtaceae";"EN"
"Plinia rogersiana";"Myrtaceae";"CR (PEX)"
"Plinia spiciflora";"Myrtaceae";"EN"
"Plinia spiritosantensis";"Myrtaceae";"EN"
"Psidium araucanum";"Myrtaceae";"EN"
"Psidium grazielae";"Myrtaceae";"EN"
"Psidium reptans";"Myrtaceae";"EN"
"Psidium rotundidiscum";"Myrtaceae";"EN"
"Psidium sessiliflorum";"Myrtaceae";"EN"
"Siphoneugena delicata";"Myrtaceae";"VU"
"Siphoneugena kuhlmannii";"Myrtaceae";"VU"
"Siphoneugena martinellii";"Myrtaceae";"EN"
"Bougainvillea fasciculata";"Nyctaginaceae";"EN"
"Neea alumnorum";"Nyctaginaceae";"EN"
"Elvasia gigantifolia";"Ochnaceae";"VU"
"Luxemburgia angustifolia";"Ochnaceae";"VU"
"Luxemburgia corymbosa";"Ochnaceae";"VU"
"Luxemburgia flexuosa";"Ochnaceae";"VU"
"Luxemburgia glazioviana";"Ochnaceae";"VU"
"Ouratea campos-portoi";"Ochnaceae";"EN"
"Ouratea cauliflora";"Ochnaceae";"VU"
"Ouratea chrysopetala";"Ochnaceae";"VU"
"Ouratea conduplicata";"Ochnaceae";"EN"
"Ouratea grandifolia";"Ochnaceae";"EN"
"Ouratea hatschbachii";"Ochnaceae";"EN"
"Ouratea miersii";"Ochnaceae";"EN"
"Ouratea pycnostachys";"Ochnaceae";"EN"
"Ouratea robusta";"Ochnaceae";"EN"
"Ouratea xerophila";"Ochnaceae";"VU"
"Sauvagesia nitida";"Ochnaceae";"VU"
"Wallacea multiflora";"Ochnaceae";"EN"
"Dulacia egleri";"Olacaceae";"EN"
"Dulacia gardneriana";"Olacaceae";"EN"
"Dulacia singularis";"Olacaceae";"EN"
"Chionanthus ferrugineus";"Oleaceae";"EN"
"Chionanthus fluminensis";"Oleaceae";"CR"
"Chionanthus micranthus";"Oleaceae";"EN"
"Chionanthus parviflorus";"Oleaceae";"EN"
"Chionanthus subsessilis";"Oleaceae";"EN"
"Priogymnanthus saxicola";"Oleaceae";"CR"
"Fuchsia alpestris";"Onagraceae";"VU"
"Fuchsia glazioviana";"Onagraceae";"EN"
"Acianthera adiri";"Orchidaceae";"CR"
"Acianthera bidentata";"Orchidaceae";"VU"
"Acianthera heringeri";"Orchidaceae";"CR"
"Acianthera langeana";"Orchidaceae";"EN"
"Acianthera papillosa";"Orchidaceae";"VU"
"Acianthera subrotundifolia";"Orchidaceae";"VU"
"Adamantinia miltonioides";"Orchidaceae";"CR"
"Anathallis colnagoi";"Orchidaceae";"CR"
"Anathallis gehrtii";"Orchidaceae";"VU"
"Anathallis pabstii";"Orchidaceae";"EN"
"Anathallis pubipetala";"Orchidaceae";"EN"
"Anathallis spannageliana";"Orchidaceae";"VU"
"Anathallis tigridens";"Orchidaceae";"VU"
"Barbosella macaheensis";"Orchidaceae";"VU"
"Barbosella trilobata";"Orchidaceae";"EN"
"Bifrenaria silvana";"Orchidaceae";"CR"
"Bifrenaria wittigii";"Orchidaceae";"EN"
"Bipinnula biplumata";"Orchidaceae";"CR"
"Bipinnula penicillata";"Orchidaceae";"EN"
"Brachionidium restrepioides";"Orchidaceae";"VU"
"Brachystele camporum";"Orchidaceae";"VU"
"Brassia arachnoidea";"Orchidaceae";"VU"
"Bulbophyllum arianeae";"Orchidaceae";"CR"
"Bulbophyllum boudetiana";"Orchidaceae";"EN"
"Bulbophyllum kautskyi";"Orchidaceae";"VU"
"Bulbophyllum macroceras";"Orchidaceae";"CR"
"Campylocentrum organense";"Orchidaceae";"VU"
"Campylocentrum pernambucense";"Orchidaceae";"EN"
"Catasetum mattosianum";"Orchidaceae";"EN"
"Cattleya aclandiae";"Orchidaceae";"VU"
"Cattleya alaorii";"Orchidaceae";"CR"
"Cattleya briegeri";"Orchidaceae";"EN"
"Cattleya caulescens";"Orchidaceae";"EN"
"Cattleya crispa";"Orchidaceae";"VU"
"Cattleya dormaniana";"Orchidaceae";"CR"
"Cattleya endsfeldzii";"Orchidaceae";"CR"
"Cattleya ghillanyi";"Orchidaceae";"EN"
"Cattleya gloedeniana";"Orchidaceae";"CR"
"Cattleya grandis";"Orchidaceae";"VU"
"Cattleya granulosa";"Orchidaceae";"VU"
"Cattleya guttata";"Orchidaceae";"VU"
"Cattleya harpophylla";"Orchidaceae";"VU"
"Cattleya harrisoniana";"Orchidaceae";"VU"
"Cattleya hoehnei";"Orchidaceae";"EN"
"Cattleya intermedia";"Orchidaceae";"VU"
"Cattleya jongheana";"Orchidaceae";"EN"
"Cattleya kautskyana";"Orchidaceae";"CR"
"Cattleya labiata";"Orchidaceae";"VU"
"Cattleya lobata";"Orchidaceae";"CR"
"Cattleya milleri";"Orchidaceae";"CR"
"Cattleya munchowiana";"Orchidaceae";"CR"
"Cattleya neokautskyi";"Orchidaceae";"CR"
"Cattleya perrinii";"Orchidaceae";"VU"
"Cattleya porphyroglossa";"Orchidaceae";"CR"
"Cattleya pumila";"Orchidaceae";"VU"
"Cattleya purpurata";"Orchidaceae";"VU"
"Cattleya pygmaea";"Orchidaceae";"EN"
"Cattleya schilleriana";"Orchidaceae";"EN"
"Cattleya sincorana";"Orchidaceae";"EN"
"Cattleya tenebrosa";"Orchidaceae";"EN"
"Cattleya tenuis";"Orchidaceae";"EN"
"Cattleya tigrina";"Orchidaceae";"VU"
"Cattleya velutina";"Orchidaceae";"VU"
"Cattleya walkeriana";"Orchidaceae";"VU"
"Cattleya warneri";"Orchidaceae";"VU"
"Cattleya wittigiana";"Orchidaceae";"EN"
"Cattleya xanthina";"Orchidaceae";"EN"
"Centroglossa castellensis";"Orchidaceae";"CR"
"Centroglossa greeniana";"Orchidaceae";"EN"
"Chloraea membranacea";"Orchidaceae";"EN"
"Cirrhaea fuscolutea";"Orchidaceae";"EN"
"Cirrhaea loddigesii";"Orchidaceae";"CR"
"Cirrhaea longiracemosa";"Orchidaceae";"VU"
"Cleistes aphylla";"Orchidaceae";"EN"
"Codonorchis canisioi";"Orchidaceae";"CR"
"Constantia cipoensis";"Orchidaceae";"CR"
"Cyclopogon dutrae";"Orchidaceae";"EN"
"Cyclopogon venustus";"Orchidaceae";"EN"
"Cycnoches pentadactylum";"Orchidaceae";"EN"
"Cyrtopodium caiapoense";"Orchidaceae";"VU"
"Cyrtopodium hatschbachii";"Orchidaceae";"EN"
"Cyrtopodium lamellaticallosum";"Orchidaceae";"CR"
"Cyrtopodium latifolium";"Orchidaceae";"CR"
"Cyrtopodium linearifolium";"Orchidaceae";"CR"
"Cyrtopodium lissochiloides";"Orchidaceae";"VU"
"Cyrtopodium palmifrons";"Orchidaceae";"VU"
"Cyrtopodium poecilum var. roseum";"Orchidaceae";"EN"
"Cyrtopodium triste";"Orchidaceae";"VU"
"Dichaea mosenii";"Orchidaceae";"VU"
"Dryadella auriculigera";"Orchidaceae";"CR"
"Dryadella lilliputiana";"Orchidaceae";"VU"
"Dryadella susanae";"Orchidaceae";"CR"
"Encyclia bragancae";"Orchidaceae";"EN"
"Epidendrum addae";"Orchidaceae";"VU"
"Epidendrum ammophilum";"Orchidaceae";"EN"
"Epidendrum harrisoniae";"Orchidaceae";"CR"
"Epidendrum henschenii";"Orchidaceae";"EN"
"Epidendrum robustum";"Orchidaceae";"VU"
"Epidendrum zappii";"Orchidaceae";"EN"
"Gomesa kautskyi";"Orchidaceae";"EN"
"Gomesa majevskyae";"Orchidaceae";"EN"
"Gomesa pectoralis";"Orchidaceae";"CR"
"Gomesa pulchella";"Orchidaceae";"CR"
"Grandiphyllum divaricatum";"Orchidaceae";"VU"
"Grandiphyllum hians";"Orchidaceae";"VU"
"Grobya cipoensis";"Orchidaceae";"CR"
"Grobya fascifera";"Orchidaceae";"VU"
"Habenaria achalensis";"Orchidaceae";"VU"
"Habenaria brachyplectron";"Orchidaceae";"CR"
"Habenaria ernesti-ulei";"Orchidaceae";"EN"
"Habenaria galeandriformis";"Orchidaceae";"CR"
"Habenaria itaculumia";"Orchidaceae";"CR"
"Habenaria novaesii";"Orchidaceae";"CR"
"Habenaria piraquarensis";"Orchidaceae";"EN"
"Houlletia brocklehurstiana";"Orchidaceae";"EN"
"Isabelia virginalis";"Orchidaceae";"VU"
"Lankesterella spannageliana";"Orchidaceae";"EN"
"Malaxis jaraguae";"Orchidaceae";"VU"
"Masdevallia discoidea";"Orchidaceae";"CR"
"Maxillaria schunkeana";"Orchidaceae";"EN"
"Miltonia kayasimae";"Orchidaceae";"CR"
"Myoxanthus ruschii";"Orchidaceae";"CR"
"Myoxanthus seidelii";"Orchidaceae";"CR"
"Notylia microchila";"Orchidaceae";"EN"
"Octomeria alexandri";"Orchidaceae";"EN"
"Octomeria chamaeleptotes";"Orchidaceae";"VU"
"Octomeria cochlearis";"Orchidaceae";"EN"
"Octomeria fimbriata";"Orchidaceae";"VU"
"Octomeria geraensis";"Orchidaceae";"VU"
"Octomeria hatschbachii";"Orchidaceae";"VU"
"Octomeria hoehnei";"Orchidaceae";"EN"
"Octomeria lichenicola";"Orchidaceae";"EN"
"Octomeria rodeiensis";"Orchidaceae";"EN"
"Octomeria rodriguesii";"Orchidaceae";"EN"
"Octomeria truncicola";"Orchidaceae";"VU"
"Octomeria wawrae";"Orchidaceae";"EN"
"Octomeria wilsoniana";"Orchidaceae";"CR"
"Pabstiella bacillaris";"Orchidaceae";"EN"
"Pabstiella calcarata";"Orchidaceae";"VU"
"Pabstiella carinifera";"Orchidaceae";"VU"
"Pabstiella castellensis";"Orchidaceae";"CR"
"Pabstiella conspersa";"Orchidaceae";"EN"
"Pabstiella curti-bradei";"Orchidaceae";"VU"
"Pabstiella dracula";"Orchidaceae";"VU"
"Pabstiella garayi";"Orchidaceae";"CR"
"Pabstiella gracilicaulis";"Orchidaceae";"VU"
"Pabstiella lingua";"Orchidaceae";"EN"
"Pabstiella ruschii";"Orchidaceae";"CR"
"Phragmipedium vittatum";"Orchidaceae";"VU"
"Phymatidium geiselii";"Orchidaceae";"EN"
"Phymatidium vogelii";"Orchidaceae";"VU"
"Polystachya rupicola";"Orchidaceae";"CR"
"Prescottia spiranthophylla";"Orchidaceae";"EN"
"Pseudolaelia brejetubensis";"Orchidaceae";"CR"
"Pseudolaelia canaanensis";"Orchidaceae";"VU"
"Pseudolaelia cipoensis";"Orchidaceae";"CR"
"Pseudolaelia citrina";"Orchidaceae";"EN"
"Pseudolaelia corcovadensis";"Orchidaceae";"EN"
"Pseudolaelia dutrae";"Orchidaceae";"VU"
"Pteroglossa hilariana";"Orchidaceae";"EN"
"Rauhiella silvana";"Orchidaceae";"EN"
"Rodriguezia sucrei";"Orchidaceae";"CR"
"Sarcoglottis alexandri";"Orchidaceae";"EN"
"Saundersia mirabilis";"Orchidaceae";"EN"
"Saundersia paniculata";"Orchidaceae";"VU"
"Scuticaria irwiniana";"Orchidaceae";"EN"
"Scuticaria itirapinensis";"Orchidaceae";"CR"
"Scuticaria kautskyi";"Orchidaceae";"CR"
"Scuticaria strictifolia";"Orchidaceae";"EN"
"Specklinia gomesferreirae";"Orchidaceae";"CR"
"Stelis palmeiraensis";"Orchidaceae";"VU"
"Stigmatosema hatschbachii";"Orchidaceae";"CR"
"Thelyschista ghillanyi";"Orchidaceae";"VU"
"Thysanoglossa jordanensis";"Orchidaceae";"EN"
"Trichocentrum schwambachiae";"Orchidaceae";"VU"
"Vanilla dietschiana";"Orchidaceae";"VU"
"Vanilla dubia";"Orchidaceae";"EN"
"Zygopetalum crinitum subsp. pabstii";"Orchidaceae";"EN"
"Zygopetalum jugosum";"Orchidaceae";"EN"
"Zygopetalum murrayanum";"Orchidaceae";"EN"
"Zygostates kuhlmannii";"Orchidaceae";"EN"
"Zygostates linearisepala";"Orchidaceae";"CR"
"Zygostates ovatipetala";"Orchidaceae";"EN"
"Agalinis bandeirensis";"Orobanchaceae";"CR"
"Agalinis brachyphylla";"Orobanchaceae";"VU"
"Agalinis itambensis";"Orobanchaceae";"EN"
"Agalinis nana";"Orobanchaceae";"EN"
"Agalinis ramulifera";"Orobanchaceae";"EN"
"Agalinis schwackeana";"Orobanchaceae";"CR"
"Esterhazya caesarea";"Orobanchaceae";"VU"
"Magdalenaea limae";"Orobanchaceae";"CR"
"Nothochilus coccineus";"Orobanchaceae";"EN"
"Oxalis arachnoidea";"Oxalidaceae";"CR"
"Oxalis bela-vitoriae";"Oxalidaceae";"CR"
"Oxalis blackii";"Oxalidaceae";"CR"
"Oxalis clausenii";"Oxalidaceae";"CR"
"Oxalis diamantinae";"Oxalidaceae";"CR"
"Oxalis doceana";"Oxalidaceae";"CR"
"Oxalis hyalotricha";"Oxalidaceae";"EN"
"Oxalis impatiens";"Oxalidaceae";"EN"
"Oxalis kuhlmannii";"Oxalidaceae";"CR"
"Oxalis mandioccana";"Oxalidaceae";"VU"
"Oxalis paranaensis";"Oxalidaceae";"CR"
"Oxalis praetexta";"Oxalidaceae";"EN"
"Jensenia difformis";"Pallaviciniaceae";"EN"
"Passiflora farneyi";"Passifloraceae";"VU"
"Passiflora hatschbachii";"Passifloraceae";"EN"
"Passiflora imbeana";"Passifloraceae";"EN"
"Passiflora ischnoclada";"Passifloraceae";"CR"
"Passiflora margaritae";"Passifloraceae";"EN"
"Passiflora setulosa";"Passifloraceae";"EN"
"Passiflora urubiciensis";"Passifloraceae";"EN"
"Freziera carinata";"Pentaphylacaceae";"CR"
"Ternstroemia cuneifolia";"Pentaphylacaceae";"EN"
"Pera manausensis";"Peraceae";"EN"
"Pera membranacea";"Peraceae";"EN"
"Pera pulchrifolia";"Peraceae";"CR"
"Amanoa sinuosa";"Phyllanthaceae";"VU"
"Discocarpus pedicellatus";"Phyllanthaceae";"VU"
"Phyllanthus biantherifer";"Phyllanthaceae";"EN"
"Phyllanthus gladiatus";"Phyllanthaceae";"VU"
"Phyllanthus itatiaiensis";"Phyllanthaceae";"CR"
"Phyllanthus rosmarinifolius";"Phyllanthaceae";"EN"
"Phyllanthus umbratus";"Phyllanthaceae";"CR"
"Picramnia coccinea";"Picramniaceae";"EN"
"Picramnia excelsa";"Picramniaceae";"VU"
"Picramnia grandifolia";"Picramniaceae";"EN"
"Piranhea securinega";"Picrodendraceae";"EN"
"Peperomia arbuscula";"Piperaceae";"CR"
"Peperomia cordigera";"Piperaceae";"VU"
"Peperomia gracilis";"Piperaceae";"EN"
"Peperomia guarujana";"Piperaceae";"CR"
"Peperomia hemmendorffii";"Piperaceae";"EN"
"Peperomia itatiaiana";"Piperaceae";"EN"
"Peperomia loefgrenii";"Piperaceae";"EN"
"Peperomia pubipeduncula";"Piperaceae";"CR"
"Peperomia rostulatiformis";"Piperaceae";"EN"
"Peperomia rufispica";"Piperaceae";"CR"
"Piper amparoense";"Piperaceae";"EN"
"Piper anostachyum";"Piperaceae";"EN"
"Piper barretoi";"Piperaceae";"EN"
"Piper bennettianum";"Piperaceae";"VU"
"Piper carautensei";"Piperaceae";"EN"
"Piper casteloense";"Piperaceae";"EN"
"Piper duartei";"Piperaceae";"VU"
"Piper edwallii";"Piperaceae";"EN"
"Piper giordanoi";"Piperaceae";"VU"
"Piper halesiifolium";"Piperaceae";"CR"
"Piper hatschbachii";"Piperaceae";"CR"
"Piper hoehnei";"Piperaceae";"EN"
"Piper juliflorum";"Piperaceae";"EN"
"Piper kuhlmannii";"Piperaceae";"VU"
"Piper laevicarpum";"Piperaceae";"EN"
"Piper loefgrenii";"Piperaceae";"VU"
"Piper morisonianum";"Piperaceae";"CR"
"Piper niteroiense";"Piperaceae";"CR"
"Piper oblancifolium";"Piperaceae";"EN"
"Piper piritubanum";"Piperaceae";"EN"
"Piper rioense";"Piperaceae";"EN"
"Piper sampaioi";"Piperaceae";"CR"
"Piper scabrellum";"Piperaceae";"EN"
"Piper translucens";"Piperaceae";"VU"
"Piper trigonodrupum";"Piperaceae";"EN"
"Plagiochila boryana";"Plagiochilaceae";"EN"
"Angelonia alternifolia";"Plantaginaceae";"CR"
"Bacopa cochlearia";"Plantaginaceae";"EN"
"Ildefonsia bibracteata";"Plantaginaceae";"EN"
"Lapaea harleyi";"Plantaginaceae";"VU"
"Matourea caparaoensis";"Plantaginaceae";"CR"
"Matourea latifolia";"Plantaginaceae";"CR"
"Plantago turficola";"Plantaginaceae";"EN"
"Stemodia hyptoides";"Plantaginaceae";"VU"
"Agrostis lenis";"Poaceae";"VU"
"Agrostis longiberbis";"Poaceae";"EN"
"Altoparadisium chapadense";"Poaceae";"CR"
"Andropogon glaucophyllus";"Poaceae";"EN"
"Anomochloa marantoidea";"Poaceae";"EN"
"Anthaenantiopsis fiebrigii";"Poaceae";"CR"
"Apoclada simplex";"Poaceae";"EN"
"Aristida brasiliensis";"Poaceae";"EN"
"Aristida constricta";"Poaceae";"CR"
"Arthropogon xerachne";"Poaceae";"CR"
"Arundinella deppeana";"Poaceae";"VU"
"Axonopus carajasensis";"Poaceae";"EN"
"Axonopus fastigiatus";"Poaceae";"VU"
"Axonopus hydrolithicus";"Poaceae";"CR"
"Axonopus monticola";"Poaceae";"EN"
"Axonopus uninodis";"Poaceae";"CR"
"Bothriochloa laguroides";"Poaceae";"VU"
"Brasilochloa sampaiana";"Poaceae";"EN"
"Bromidium ramboi";"Poaceae";"CR"
"Cambajuva ulei";"Poaceae";"EN"
"Canastra lanceolata";"Poaceae";"CR"
"Chascolytrum brasilense";"Poaceae";"EN"
"Chascolytrum bulbosum";"Poaceae";"CR"
"Chascolytrum itatiaiae";"Poaceae";"EN"
"Chascolytrum parodianum";"Poaceae";"CR"
"Chascolytrum scabrum";"Poaceae";"EN"
"Chusquea attenuata";"Poaceae";"EN"
"Chusquea baculifera";"Poaceae";"CR"
"Chusquea erecta";"Poaceae";"EN"
"Chusquea heterophylla";"Poaceae";"EN"
"Chusquea pulchella";"Poaceae";"EN"
"Chusquea tenuiglumis";"Poaceae";"CR"
"Colanthelia macrostachya";"Poaceae";"EN"
"Danthonia cirrata";"Poaceae";"EN"
"Deschampsia cespitosa";"Poaceae";"EN"
"Diandrolyra tatianae";"Poaceae";"EN"
"Dichanthelium cucaense";"Poaceae";"EN"
"Digitaria neesiana";"Poaceae";"EN"
"Glaziophyton mirabile";"Poaceae";"EN"
"Gymnopogon doellii";"Poaceae";"CR"
"Leersia ligularis";"Poaceae";"VU"
"Lithachne horizontalis";"Poaceae";"EN"
"Luziola brasiliensis";"Poaceae";"VU"
"Melica arzivencoi";"Poaceae";"EN"
"Merostachys abadiana";"Poaceae";"CR"
"Merostachys burmanii";"Poaceae";"EN"
"Merostachys caucaiana";"Poaceae";"CR"
"Merostachys scandens";"Poaceae";"CR"
"Ocellochloa brachystachya";"Poaceae";"CR"
